"headline","content","newspaper","date","combined_text","model_0_topic","model_0_topic_label","model_0_prob","model_1_topic","model_1_topic_label","model_1_prob","model_2_topic","model_2_topic_label","model_2_prob"
"Renzo Costa amplía internacionalización","Renzo Costa, fundador de la firma homónima, anunció planes de expansión hacia Chile y posibles entradas futuras a Panamá, Argentina y Brasil. Este es un buen momento para consolidar marcas y establecer nuevas tiendas fuera del territorio peruano.","gestion",2013-09-30,"Renzo Costa amplía internacionalización. Renzo Costa, fundador de la firma homónima, anunció planes de expansión hacia Chile y posibles entradas futuras a Panamá, Argentina y Brasil. Este es un buen momento para consolidar marcas y establecer nuevas tiendas fuera del territorio peruano.","575","entrar mercado peruano, mercado peruano, territorio peruano, peruana, peruano",0.09,"-1","Unknown",0.0262,"671","jockey plaza, primera tienda, nuevas tiendas, centros comerciales, nuevos locales",1
"Editorial Más Allá de la Ley Agraria","Cambios legislativos importantes referentes al régimen laboral entrarán en vigor pronto, promoviendo mejores condiciones para trabajadores agrarios. También se amplía cobertura a la minería y acuicultura, fortaleciendo el alcance de la legislación actualizada.","gestion",2019-09-23,"Editorial Más Allá de la Ley Agraria. Cambios legislativos importantes referentes al régimen laboral entrarán en vigor pronto, promoviendo mejores condiciones para trabajadores agrarios. También se amplía cobertura a la minería y acuicultura, fortaleciendo el alcance de la legislación actualizada.","547","ley promocion agraria, ministro agricultura riego, promocion sector agrario, promocion agraria, ministerio agricultura riego",1,"-1","Unknown",0.0017,"874","ley promocion agraria, vigencia ley promocion, promocion agraria, agraria ley, promocion sector agrario",0.0169
"Back To School: Play $pace Aborda Segmento Educativo","Después de años bajo licencias externas, empresa local presenta línea propia dirigida principalmente a niños pequeños, expandiendo futuros planes educativos juveniles.","gestion",2019-03-15,"Back To School: Play $pace Aborda Segmento Educativo. Después de años bajo licencias externas, empresa local presenta línea propia dirigida principalmente a niños pequeños, expandiendo futuros planes educativos juveniles.","514","superior universitaria sunedu, educacion superior universitaria, nacional educacion superior, superintendencia nacional educacion, universitaria sunedu",0.0315,"-1","Unknown",0.0368,"671","jockey plaza, primera tienda, nuevas tiendas, centros comerciales, nuevos locales",0.0926
"Creación de Empleo Formal Privado Sube 3.4%","Servicios, comercio y construcción han sido motores detrás del crecimiento en empleabilidad formal, marcando un ritmo constante favorable respecto al año anterior.","gestion",2019-09-23,"Creación de Empleo Formal Privado Sube 3.4%. Servicios, comercio y construcción han sido motores detrás del crecimiento en empleabilidad formal, marcando un ritmo constante favorable respecto al año anterior.","556","empleo formal sector, empleo informal, empleos formales, crecimiento empleo, empleo formal",0.2867,"-1","Unknown",0.0475,"682","crecimiento empleo, trabajadores lima, empleos formales, laboral lima, empleo formal",1
"Definiendo el Verdadero Liderazgo","Conceptualizando líderes como visionarios pragmáticos que integran ética y estrategia para guiar grupos hacia objetivos colectivos sustanciables.","gestion",2019-03-15,"Definiendo el Verdadero Liderazgo. Conceptualizando líderes como visionarios pragmáticos que integran ética y estrategia para guiar grupos hacia objetivos colectivos sustanciables.","521","estrategias innovadoras, strategies, strategy, estrategicas, estrategia",0.0305,"411","organizacional, resultados, organizacion, mejor, practicas",0.1033,"677","colaboradores, mejorar, pueden, cualquier, consejos",0.0587
"Propuesta de Convertir ONP en AFP Estatal","Plan contempla transformar la Oficina Nacional Previsional en una Administradora Privada de Fondos para competir eficientemente en el ámbito financiero nacional.","gestion",2019-03-15,"Propuesta de Convertir ONP en AFP Estatal. Plan contempla transformar la Oficina Nacional Previsional en una Administradora Privada de Fondos para competir eficientemente en el ámbito financiero nacional.","521","estrategias innovadoras, strategies, strategy, estrategicas, estrategia",0.0211,"-1","Unknown",0.0014,"666","fondos pensiones afp, pensiones afp, fondos afp, sistema pensiones, sistema privado pensiones",0.3345
"Editorial: Cambios Necesarios en Legislación Minera","Todo aviso legislativo es susceptible de mejora, tal como ocurre con la ley general de minería. Actualmente, existen múltiples iniciativas parlamentarias destinadas a modificar partes específicas o la integridad completa de la norma. Está pendiente encontrar un equilibrio entre ajustes legítimos y mantener la competitividad económica nacional. Las modificaciones planteadas abordan temas tales como aumentar impuestos adicionales a las ganancias netas de las compañías mineras, proporcionar apoyo técnico a pequeñas explotaciones y definir términos precisos para obtener permisos sociales fundamentales para comenzar cualquier proyecto minero.","gestion",2019-08-21,"Editorial: Cambios Necesarios en Legislación Minera. Todo aviso legislativo es susceptible de mejora, tal como ocurre con la ley general de minería. Actualmente, existen múltiples iniciativas parlamentarias destinadas a modificar partes específicas o la integridad completa de la norma. Está pendiente encontrar un equilibrio entre ajustes legítimos y mantener la competitividad económica nacional. Las modificaciones planteadas abordan temas tales como aumentar impuestos adicionales a las ganancias netas de las compañías mineras, proporcionar apoyo técnico a pequeñas explotaciones y definir términos precisos para obtener permisos sociales fundamentales para comenzar cualquier proyecto minero.","535","formalizacion minera, mineria ilegal, formalizacion mineria, mineros ilegales, mineria informal",1,"-1","Unknown",0.0244,"747","formalizacion minera, formalizacion mineria, minera ministerio energia, minera ministerio, mineria informal",0.0338
"Inversión en Fondos Mutuos","Apunta Sandra Bianco, gerente general de BBVA Asset Management Continental SAF, que la inversión en fondos mutuos debe hacerse en lapsos de al menos cuatro años. Sempre que se quiera investir largo plazo, la renta variable va ser buena, afirmó.","gestion",2015-02-27,"Inversión en Fondos Mutuos. Apunta Sandra Bianco, gerente general de BBVA Asset Management Continental SAF, que la inversión en fondos mutuos debe hacerse en lapsos de al menos cuatro años. Sempre que se quiera investir largo plazo, la renta variable va ser buena, afirmó.","606","rentabilidad fondos mutuos, fondos mutuos, ano fondos mutuos, administrado fondos mutuos, rentabilidad fondos",0.0755,"-1","Unknown",0.0267,"741","rentabilidad fondos mutuos, administrado fondos mutuos, fondos mutuos especialmente, fondos mutuos internacionales, rentabilidad fondos",0.1054
"Balances Del Primer Semestre De Las Firmas Ledere En La Bolsa De Valores","Deudas. 15 MinerascAlza. Utilidades De Inversion. Capital Propio Lederes redujeron su endeudamiento patrimonial a 63% en promedio. Empresa de Telefono de las Top 100 se ampli en 5%, mientras sus deudas en 7% 100 principales empresas que listan en la BVL zaran los S/. 85,173 millones a junio ultimo, lo que signific un ascenso de 3.7%. Dicho avance implique un quiebre en la tendencia descendente que se  ome observaba hasta mayo de este año,  cuando registraron un retroceso de 3%, según los balances presentados por las empresas a la superintendencia del Mercado de Valores (SMV). Impulsado por el comercio exterior, las ventas de las firmas lideres que titulan en la Bolsa de Valores de Lima (BVL) y cuyos estados financieros al 30 de junio de este feje reflejan una coyuntura más competitiva en el mercado peruano, on les procura para los actores orientados al comercio internacional.","gestion",2013-08-29,"Balances Del Primer Semestre De Las Firmas Ledere En La Bolsa De Valores. Deudas. 15 MinerascAlza. Utilidades De Inversion. Capital Propio Lederes redujeron su endeudamiento patrimonial a 63% en promedio. Empresa de Telefono de las Top 100 se ampli en 5%, mientras sus deudas en 7% 100 principales empresas que listan en la BVL zaran los S/. 85,173 millones a junio ultimo, lo que signific un ascenso de 3.7%. Dicho avance implique un quiebre en la tendencia descendente que se  ome observaba hasta mayo de este año,  cuando registraron un retroceso de 3%, según los balances presentados por las empresas a la superintendencia del Mercado de Valores (SMV). Impulsado por el comercio exterior, las ventas de las firmas lideres que titulan en la Bolsa de Valores de Lima (BVL) y cuyos estados financieros al 30 de junio de este feje reflejan una coyuntura más competitiva en el mercado peruano, on les procura para los actores orientados al comercio internacional.","-1","Unknown",0.025,"511","rentabilidades, colocaciones bonos, inversion, bonos soles mercado, millones monto",1,"782","empresas lideres bolsa, companias lideres bolsa, empresas lideres bvl, empresas bolsa, bolsa valores lima",0.0405
"Norma busca protección eficiente en controles aduaneros","El control del equipaje que no sea declarado podría realizarse de manera aleatoria mediante inspecciones radiográficas, señalan fuentes especializadas. Los controles deben mantenerse rigurosos aun sin la exigencia previa de declaración.","gestion",2016-12-27,"Norma busca protección eficiente en controles aduaneros. El control del equipaje que no sea declarado podría realizarse de manera aleatoria mediante inspecciones radiográficas, señalan fuentes especializadas. Los controles deben mantenerse rigurosos aun sin la exigencia previa de declaración.","521","estrategias innovadoras, strategies, strategy, estrategicas, estrategia",0.1092,"-1","Unknown",0.0324,"-1","Unknown",0.0228
"RESCATANDO AL CAFÉ PERUANO ANTE ROYA AMARILLA","Productores protestan ante devastadora enfermedad que amenaza cosechas valiosas. Respuesta gubernamental contempla líneas de crédito especiales para salvaguardar economías dependientes del café, clave también en combates anti-narcóticos.","gestion",2013-08-29,"RESCATANDO AL CAFÉ PERUANO ANTE ROYA AMARILLA. Productores protestan ante devastadora enfermedad que amenaza cosechas valiosas. Respuesta gubernamental contempla líneas de crédito especiales para salvaguardar economías dependientes del café, clave también en combates anti-narcóticos.","-1","Unknown",0.0029,"-1","Unknown",0.0191,"927","productores cafe, cafetaleros, benites ministro agricultura, ministro agricultura riego, agricola ministerio agricultura",0.1238
"EN EL 2020.  TENDENCIAS ARTISTICAS QUE CAUTIVARN AL LOS INVERSORES EL PROXIMO AO","Indicador. El precio objetivo de las acciones de Sotheby’s, consideradas un termometro del mercado del arte, ha sido elevado recientemente.  de Clearing, un nuevo  expositor, ofreció las obras de dos millennials de moda: Harold Ancart (nacido en 1980) y Korakrit Arunanondchai (nacido en 1986).  El stand quedó agotado en cuestion de horas, con todas las obras destinadas al público ya instituciones privadas, según Olivier Baussan, fundador de Galerie. Las pinturas de las hogueras de Ancart se vendieron en USD $30,000 y USD $45,000.","gestion",2016-12-26,"EN EL 2020.  TENDENCIAS ARTISTICAS QUE CAUTIVARN AL LOS INVERSORES EL PROXIMO AO. Indicador. El precio objetivo de las acciones de Sotheby’s, consideradas un termometro del mercado del arte, ha sido elevado recientemente.  de Clearing, un nuevo  expositor, ofreció las obras de dos millennials de moda: Harold Ancart (nacido en 1980) y Korakrit Arunanondchai (nacido en 1986).  El stand quedó agotado en cuestion de horas, con todas las obras destinadas al público ya instituciones privadas, según Olivier Baussan, fundador de Galerie. Las pinturas de las hogueras de Ancart se vendieron en USD $30,000 y USD $45,000.","-1","Unknown",0.0506,"-1","Unknown",0.0497,"676","centro cultural, internacionales, culturales, tiene, audiencias",0.0222
"Interview: Daniel Duharte Muñoz-Pinto, GM of Real Plaza","With five months leading Real Plaza but four-plus years with Intercorp, my focus now shifts towards consolidation rather than expansion... We aim to develop mixed-use centers where our existing malls already show potential.","gestion",2016-12-26,"Interview: Daniel Duharte Muñoz-Pinto, GM of Real Plaza. With five months leading Real Plaza but four-plus years with Intercorp, my focus now shifts towards consolidation rather than expansion... We aim to develop mixed-use centers where our existing malls already show potential.","519","real plaza salaverry, nuevo centro comercial, real plaza puruchuco, mall plaza, real plaza",0.1912,"408","towards, been, regarding, potential, increased",1,"684","nuevo centro comercial, nuevo mall, centros comerciales, centro comercial, plaza norte",0.285
"Formalización de Mineria Informal podría extenderse","El Decreto Supremo destinado a regularizar la actividad minera ilegal contempla extensiones temporales dependiendo de resultados futuros. Eduardo Salhuana sugiere que cualquier decisión final requerirá análisis exhaustivo antes de determinar prórrogas adicionales.","gestion",2013-08-28,"Formalización de Mineria Informal podría extenderse. El Decreto Supremo destinado a regularizar la actividad minera ilegal contempla extensiones temporales dependiendo de resultados futuros. Eduardo Salhuana sugiere que cualquier decisión final requerirá análisis exhaustivo antes de determinar prórrogas adicionales.","535","formalizacion minera, mineria ilegal, formalizacion mineria, mineros ilegales, mineria informal",0.3414,"-1","Unknown",0.0085,"747","formalizacion minera, formalizacion mineria, minera ministerio energia, minera ministerio, mineria informal",1
"Competing in leather products","After more than 52 years since its founding, Group Calmod plans to manufacture women’s footwear made of leather through various distribution channels... The company aims to grow over 5% in production capacity during 2017.","gestion",2016-12-26,"Competing in leather products. After more than 52 years since its founding, Group Calmod plans to manufacture women’s footwear made of leather through various distribution channels... The company aims to grow over 5% in production capacity during 2017.","583","mercado calzado, mercado peruano, espanola moda, fashion, marca peruana",0.0765,"408","towards, been, regarding, potential, increased",0.6395,"671","jockey plaza, primera tienda, nuevas tiendas, centros comerciales, nuevos locales",1
"Controversia en proyectos mineros divide opinión pública","Opiniones divididas surgen en relación a iniciativas mineras tales como Ta Mara, evidenciando divisiones dentro de grupos sociales respecto a impactos agrícolas versus oportunidades industriales. Algunos defensores argumentan compatibilidad técnica entre minería y agricultura, mientras que detractores señalan problemas inherentes a la sustentabilidad de tal equilibrio.","gestion",2015-02-26,"Controversia en proyectos mineros divide opinión pública. Opiniones divididas surgen en relación a iniciativas mineras tales como Ta Mara, evidenciando divisiones dentro de grupos sociales respecto a impactos agrícolas versus oportunidades industriales. Algunos defensores argumentan compatibilidad técnica entre minería y agricultura, mientras que detractores señalan problemas inherentes a la sustentabilidad de tal equilibrio.","535","formalizacion minera, mineria ilegal, formalizacion mineria, mineros ilegales, mineria informal",0.1971,"-1","Unknown",0.0121,"-1","Unknown",0.0062
"Negocios breves EXPANSIÓN","Baby Ballet de México es una franquicia que ofrece 12 tipos de clases de baile, como ballet, jazz, hawaiano, flamenco, hip-hop, poetría, taekwondo, destinados a niños y adolescentes. Con presencia en Chile, Colombia y Costa Rica, ahora también tiene planes de ingresar a Perú.","gestion",2018-03-08,"Negocios breves EXPANSIÓN. Baby Ballet de México es una franquicia que ofrece 12 tipos de clases de baile, como ballet, jazz, hawaiano, flamenco, hip-hop, poetría, taekwondo, destinados a niños y adolescentes. Con presencia en Chile, Colombia y Costa Rica, ahora también tiene planes de ingresar a Perú.","575","entrar mercado peruano, mercado peruano, territorio peruano, peruana, peruano",0.132,"434","espectaculo, festival, espectaculos, pelicula, producciones",0.13,"671","jockey plaza, primera tienda, nuevas tiendas, centros comerciales, nuevos locales",0.1523
"Afiliación laboral obligatoria genera debate","Controversia respecto a inclusión de trabajadores independientes en sistemas de jubilación.","gestion",2013-08-28,"Afiliación laboral obligatoria genera debate. Controversia respecto a inclusión de trabajadores independientes en sistemas de jubilación.","-1","Unknown",0.044,"471","informalidad laboral es, mercado laboral, oportunidades laborales, sector informal, informalidad laboral",1,"666","fondos pensiones afp, pensiones afp, fondos afp, sistema pensiones, sistema privado pensiones",0.2406
"Negocios: H&M inaugura operaciones","H&M abre oficialmente en Lima el 7 de mayo en el Jockey Plaza, ofreciendo más de 4,000 metros cuadrados de área de venta, siendo ésta su inauguración social en sociedad.","gestion",2015-02-26,"Negocios: H&M inaugura operaciones. H&M abre oficialmente en Lima el 7 de mayo en el Jockey Plaza, ofreciendo más de 4,000 metros cuadrados de área de venta, siendo ésta su inauguración social en sociedad.","519","real plaza salaverry, nuevo centro comercial, real plaza puruchuco, mall plaza, real plaza",0.076,"-1","Unknown",0.1016,"671","jockey plaza, primera tienda, nuevas tiendas, centros comerciales, nuevos locales",1
"Plan India para reactiver la economía","Anuncia inversiones masivas en infraestructura valoradas en miles de millones de dólares.","gestion",2013-08-28,"Plan India para reactiver la economía. Anuncia inversiones masivas en infraestructura valoradas en miles de millones de dólares.","-1","Unknown",0.0024,"-1","Unknown",0.0394,"773","sistema obras impuestos, obras impuestos, obra impuestos, millones gobierno, millones proyectos",0.0451
"Ahora se prefieren las alternativas","Fundos mutuos que investem no exterior são os mais lucrativos. Em 10 meses deste ano, 51 fundos apresentaram contabilidade positiva enquanto outros 32 têm performance negativa.","gestion",2015-02-26,"Ahora se prefieren las alternativas. Fundos mutuos que investem no exterior são os mais lucrativos. Em 10 meses deste ano, 51 fundos apresentaram contabilidade positiva enquanto outros 32 têm performance negativa.","606","rentabilidad fondos mutuos, fondos mutuos, ano fondos mutuos, administrado fondos mutuos, rentabilidad fondos",1,"-1","Unknown",0.0376,"741","rentabilidad fondos mutuos, administrado fondos mutuos, fondos mutuos especialmente, fondos mutuos internacionales, rentabilidad fondos",0.371
"Plazo Extendido Para Inscripción de Pequeños Mineros","El Presidente Román Valdivieso señala que el objetivo del proyecto es proporcionar tiempo adicional a los mineros interesados en regularizarse, facilitándoles la oportunidad de inscribirse, registrarse y iniciar un proceso completo de formalización dado el número significativo de participantes en sectores de pequeña minería y artesanías.","gestion",2018-03-08,"Plazo Extendido Para Inscripción de Pequeños Mineros. El Presidente Román Valdivieso señala que el objetivo del proyecto es proporcionar tiempo adicional a los mineros interesados en regularizarse, facilitándoles la oportunidad de inscribirse, registrarse y iniciar un proceso completo de formalización dado el número significativo de participantes en sectores de pequeña minería y artesanías.","535","formalizacion minera, mineria ilegal, formalizacion mineria, mineros ilegales, mineria informal",0.2326,"-1","Unknown",0.0284,"747","formalizacion minera, formalizacion mineria, minera ministerio energia, minera ministerio, mineria informal",0.2545
"PRECARIAMENTE MANEJADO","Comentario editorial sobre la administración forestal nacional, criticando métodos deficientes y llamando atención sobre la urgencia de reformular estrategias ambientales vigentes.","gestion",2013-08-28,"PRECARIAMENTE MANEJADO. Comentario editorial sobre la administración forestal nacional, criticando métodos deficientes y llamando atención sobre la urgencia de reformular estrategias ambientales vigentes.","615","ley forestal fauna, concesiones forestales, aprovechamiento forestal, forestal fauna silvestre, concesion bosques",0.0863,"495","impulsar reformas, reformas institucionales, medidas integrales, estrategias gubernamentales, mejorar seguridad publica",0.0373,"-1","Unknown",0.0363
"ESPAGNE ESTÀ ENTRE LES ÚLTIMS EN COMPETITIVIDAD","España figura entre los últimos lugares en términos de competitividad dentro de Europa, citándose elevados costos energéticos y baja productividad laboral como principales obstáculos.","gestion",2013-09-27,"ESPAGNE ESTÀ ENTRE LES ÚLTIMS EN COMPETITIVIDAD. España figura entre los últimos lugares en términos de competitividad dentro de Europa, citándose elevados costos energéticos y baja productividad laboral como principales obstáculos.","-1","Unknown",0.0032,"-1","Unknown",0.0047,"719","indice competitividad global, segun indice competitividad, ranking competitividad, competitividad global, indice competitividad regional",0.0187
"Crece menos el interés por contratar más personal","Una pequeña mayoría de empresarios planea aumentar plantilla hacia fines de año, contrastando con quienes optan por no hacer cambios. Según datos recolectados, el 71% declara no tener intención de expandir equipos laborales en el último trimestre.","gestion",2018-11-06,"Crece menos el interés por contratar más personal. Una pequeña mayoría de empresarios planea aumentar plantilla hacia fines de año, contrastando con quienes optan por no hacer cambios. Según datos recolectados, el 71% declara no tener intención de expandir equipos laborales en el último trimestre.","556","empleo formal sector, empleo informal, empleos formales, crecimiento empleo, empleo formal",0.172,"-1","Unknown",0.0284,"682","crecimiento empleo, trabajadores lima, empleos formales, laboral lima, empleo formal",0.0069
"Capital Humano mejora en regiones","Utilizando la metodología del Banco Mundial en el índice de Capital Humano, se determinó que 20 regiones mejoraron su capital humano entre 2014-2018, según el reporte de la CCL. En el 2018, Moquegua alcanzó el mayor puntaje, seguida de Arequipa, Tacna y Lima.","gestion",2019-07-18,"Capital Humano mejora en regiones. Utilizando la metodología del Banco Mundial en el índice de Capital Humano, se determinó que 20 regiones mejoraron su capital humano entre 2014-2018, según el reporte de la CCL. En el 2018, Moquegua alcanzó el mayor puntaje, seguida de Arequipa, Tacna y Lima.","-1","Unknown",0.0027,"-1","Unknown",0.0915,"719","indice competitividad global, segun indice competitividad, ranking competitividad, competitividad global, indice competitividad regional",0.0078
"Resultados netos muestran pérdida de empleos","Entre enero y mayo de este año, se perdieron 32,862 empleos en sectores de exportación. Solo una equívota vinculada a la minera tradicional se perdieron 48,305 puestos de trabajo en los primeros cinco meses del año, según ADEX.","gestion",2019-07-18,"Resultados netos muestran pérdida de empleos. Entre enero y mayo de este año, se perdieron 32,862 empleos en sectores de exportación. Solo una equívota vinculada a la minera tradicional se perdieron 48,305 puestos de trabajo en los primeros cinco meses del año, según ADEX.","556","empleo formal sector, empleo informal, empleos formales, crecimiento empleo, empleo formal",0.1509,"-1","Unknown",0.092,"667","exportaciones peruanas, exportaciones agricolas, agroexportaciones, agroexportacion, exportaciones",0.0353
"PIERA ANUNCIA PLAN DE INVERSIÓN PÚBLICA POR USD 20 MIL MILLONES","El presidente Sebastián Piñera presentó un extenso plan de infraestructura que contempla inversiones totales cercanas a los USD 20,000 millones distribuidos a través de varios años de gestión. Este plan tiene como foco central mejorar aeropuertos, carreteras, sistemas hidráulicos y diversos proyectos estructurales fundamentales para fortalecer la economía interna. Además, se espera que este conjunto de inversiones genere miles de empleos temporales y mejoren sustancialmente el acceso a servicios básicos en regiones estratégicas del país.","gestion",2019-06-19,"PIERA ANUNCIA PLAN DE INVERSIÓN PÚBLICA POR USD 20 MIL MILLONES. El presidente Sebastián Piñera presentó un extenso plan de infraestructura que contempla inversiones totales cercanas a los USD 20,000 millones distribuidos a través de varios años de gestión. Este plan tiene como foco central mejorar aeropuertos, carreteras, sistemas hidráulicos y diversos proyectos estructurales fundamentales para fortalecer la economía interna. Además, se espera que este conjunto de inversiones genere miles de empleos temporales y mejoren sustancialmente el acceso a servicios básicos en regiones estratégicas del país.","-1","Unknown",0.011,"-1","Unknown",0.0111,"773","sistema obras impuestos, obras impuestos, obra impuestos, millones gobierno, millones proyectos",0.1079
"Vanessa Ochoa Factorini","Si bien la minorista estadounidense Wal-Mart posee espacios en Sur de Lima, todavía está pendiente definir detalles específicos sobre su entrada completa al mercado peruano.","gestion",2013-07-02,"Vanessa Ochoa Factorini. Si bien la minorista estadounidense Wal-Mart posee espacios en Sur de Lima, todavía está pendiente definir detalles específicos sobre su entrada completa al mercado peruano.","583","mercado calzado, mercado peruano, espanola moda, fashion, marca peruana",1,"415","planes expansion, primera tienda, mercado peruano, centros comerciales, expansion",0.1519,"-1","Unknown",0.0688
"Para qué discurso anti-minero no tome fuerza. Dice Expresidente de Confiep  Roque Benavides: Insta a que los empresarios salgan a defender la minería.","Invoca a que los empresarios den la cara. Los antimineristas tienen un discurso muy eficiente, seguramente nos ganan. Por eso, en lo que a mí respecta, yo salgo a hablar, invoco por supuesto a mis amigos empresarios, que tenemos que dar la cara. Parece que muchos no quieren dar la cara, señaló en entrevista radial. Además, advirtió que mantener el discurso ‘agricultura sí, mina no’ es absurdo. «Decir agua sí, mina no también es otro absurdo.»","gestion",2019-07-18,"Para qué discurso anti-minero no tome fuerza. Dice Expresidente de Confiep  Roque Benavides: Insta a que los empresarios salgan a defender la minería.. Invoca a que los empresarios den la cara. Los antimineristas tienen un discurso muy eficiente, seguramente nos ganan. Por eso, en lo que a mí respecta, yo salgo a hablar, invoco por supuesto a mis amigos empresarios, que tenemos que dar la cara. Parece que muchos no quieren dar la cara, señaló en entrevista radial. Además, advirtió que mantener el discurso ‘agricultura sí, mina no’ es absurdo. «Decir agua sí, mina no también es otro absurdo.»","535","formalizacion minera, mineria ilegal, formalizacion mineria, mineros ilegales, mineria informal",0.2985,"-1","Unknown",0.0064,"-1","Unknown",0.0249
"Crece el índice de dinamismo global","Conforme al Índice de Dinamismo Global 2013 elaborado por Grant Thornton, el Perú escaló al cuarto lugar gracias a factores tales como el incremento real del producto bruto interior, el consumo privado per cápita y variaciones significativas en el valor del índice de mercado accionario. Otro logro notable está asociado al avance productivo laboral, disminuciones en el desempleo, prolongación de estudios educativos y reducciones demográficas inferiores a treinta años. Según análisis realizado por Expert Intelligence Unit (EIU), basado en diversas fuentes internacionales, países como Chile, China, Nueva Zelandia y Canadá lideran como lugares óptimos para establecer negocios dinámicos.","gestion",2013-09-27,"Crece el índice de dinamismo global. Conforme al Índice de Dinamismo Global 2013 elaborado por Grant Thornton, el Perú escaló al cuarto lugar gracias a factores tales como el incremento real del producto bruto interior, el consumo privado per cápita y variaciones significativas en el valor del índice de mercado accionario. Otro logro notable está asociado al avance productivo laboral, disminuciones en el desempleo, prolongación de estudios educativos y reducciones demográficas inferiores a treinta años. Según análisis realizado por Expert Intelligence Unit (EIU), basado en diversas fuentes internacionales, países como Chile, China, Nueva Zelandia y Canadá lideran como lugares óptimos para establecer negocios dinámicos.","512","economia peruana, economico peruano, peruano, peruanos, peruana",0.0579,"-1","Unknown",0.0339,"719","indice competitividad global, segun indice competitividad, ranking competitividad, competitividad global, indice competitividad regional",0.0071
"Guerra campal en el valle de Tambo  Emprendedores enfrentan resistencia local  Tras el decreto gubernamental, agricultores expresan su firme oposición al Proyecto Tara Mara, insistiendo en que el gobierno debe escuchar a los cultivadores, quienes ven amenazada su principal actividad económica. Allí hay una iniciativa de la empresa de declararme económicamente responsable y resolver cualquier problema que se pueda presentar, apuntó el representante de la compañía. El ministro añade que el estado garantizará que la empresa cumpla con todas sus obligaciones.","nan","gestion",2019-07-18,"Guerra campal en el valle de Tambo  Emprendedores enfrentan resistencia local  Tras el decreto gubernamental, agricultores expresan su firme oposición al Proyecto Tara Mara, insistiendo en que el gobierno debe escuchar a los cultivadores, quienes ven amenazada su principal actividad económica. Allí hay una iniciativa de la empresa de declararme económicamente responsable y resolver cualquier problema que se pueda presentar, apuntó el representante de la compañía. El ministro añade que el estado garantizará que la empresa cumpla con todas sus obligaciones.. nan","547","ley promocion agraria, ministro agricultura riego, promocion sector agrario, promocion agraria, ministerio agricultura riego",0.0593,"414","cusco, proyecto minero, valle tambo, proyectos mineros, mineras",0.0461,"688","proyecto minero ta, proyecto minero bambas, proyecto minero, proyecto ta maria, proyectos mineros",0.0367
"Mil visitantes se espera recibir en Lima","Se proyecta que, al menos, medio millón de personas interactúen con la muestra enfocado en el cultur... La idea inicial del proyecto se remonta tres años atrás. Hoy su principal acción incluye piezas de colecciones reservadas. Arte político, social y cultural. Sus comisionadoras, Beverly Adams (Metropolitan Museum of Art de la Universidad de Texas) y Natalia Majluf (MALI) plantearán recuperar capítulos olvidados del arte de la década de 1920 y rescatar la mirada plural de Maritegui. Piezas únicas Bajo esta premisa, se expondrán algunos ejemplares de Amauta, cerca de 300 piezas entre pinturas, esculturas, fotografías y grabados, que dialogarán con portadas editoriales y cartas a su director.Es la primera exposición importante sobre vanguardias de principios de siglo XX que se haya realizado en el Perú, señalan.","gestion",2019-06-20,"Mil visitantes se espera recibir en Lima. Se proyecta que, al menos, medio millón de personas interactúen con la muestra enfocado en el cultur... La idea inicial del proyecto se remonta tres años atrás. Hoy su principal acción incluye piezas de colecciones reservadas. Arte político, social y cultural. Sus comisionadoras, Beverly Adams (Metropolitan Museum of Art de la Universidad de Texas) y Natalia Majluf (MALI) plantearán recuperar capítulos olvidados del arte de la década de 1920 y rescatar la mirada plural de Maritegui. Piezas únicas Bajo esta premisa, se expondrán algunos ejemplares de Amauta, cerca de 300 piezas entre pinturas, esculturas, fotografías y grabados, que dialogarán con portadas editoriales y cartas a su director.Es la primera exposición importante sobre vanguardias de principios de siglo XX que se haya realizado en el Perú, señalan.","617","museo arte lima, museo arte, arte lima, museo, museo es",0.1149,"434","espectaculo, festival, espectaculos, pelicula, producciones",1,"676","centro cultural, internacionales, culturales, tiene, audiencias",0.1856
"SE ESTRENAN OBRA TEATRAL GANADORA DEL FESTIVAL SALADEPARTES 202014","Hoy se estrena la obra teatral ‘Una pequeña guerra de independencia’, de la directora Cinthya Delgado dirigida por Dusan Fung. La pieza, que fue ganadora del Festival SaladePartes 202014, se presenta en el nuevo Teatro Julieta y tiene en el elenco al actor Folke Gustavsson, Armando Machuca y Anaí De Cardenas.","gestion",2019-07-18,"SE ESTRENAN OBRA TEATRAL GANADORA DEL FESTIVAL SALADEPARTES 202014. Hoy se estrena la obra teatral ‘Una pequeña guerra de independencia’, de la directora Cinthya Delgado dirigida por Dusan Fung. La pieza, que fue ganadora del Festival SaladePartes 202014, se presenta en el nuevo Teatro Julieta y tiene en el elenco al actor Folke Gustavsson, Armando Machuca y Anaí De Cardenas.","523","festival cine, cine lima, cine, cinematografico, cines",0.0864,"434","espectaculo, festival, espectaculos, pelicula, producciones",1,"676","centro cultural, internacionales, culturales, tiene, audiencias",0.1185
